XYDATA
! Title:  From feb10/11bmb_4918.mda processed @ 10-02-26 15:06 
INTER 1.0 1.0 2 0.0010
TEMP 295.0
! Run no. =               4918 
! No. steps =             34000 
! Scan time =             FEB 25, 2010 17:14:00.580709 
! Sample name =           Silicon (Si), NIST SRM 640c
! Chemical formula =      Si
! Start 2theta =          -6.0 
! End 2theta =            28.0 
! 2theta step=            0.001 
! Time per step =         0.1 
! Intensity scale =       5889.56694072 
! Calibration file =      feb10/11bmb_4917.calib 
! Calibrated wavelength = 0.412359 
!  
! 2theta, intensity, sigma(intensity)
1.197000 318.575642 26.036150
1.198000 365.638771 27.851668
1.199000 338.623427 26.866722
1.200000 316.240611 25.961048
1.201000 314.132288 25.823924
1.202000 317.634116 25.992594
1.203000 341.975536 27.056671
1.204000 313.967972 25.925360
1.205000 329.549824 26.469937
1.206000 294.863843 25.076083
1.207000 276.070551 24.274203
1.208000 279.526415 24.423995
1.209000 301.793684 25.215362
1.210000 302.156970 25.284517
1.211000 347.697401 27.293422
1.212000 315.487671 25.935855
1.213000 290.811610 24.916032
1.214000 307.176579 25.514910
1.215000 277.557345 24.243506
1.216000 285.715403 24.676278
1.217000 306.150388 25.702295
1.218000 288.409838 24.870989
1.219000 308.958512 25.705115
1.220000 298.963706 25.241104
1.221000 315.065065 25.949102
1.222000 307.073996 25.670246
1.223000 316.025944 25.993924
1.224000 320.634861 26.106382
1.225000 297.626196 25.113258
1.226000 313.430558 25.884647
1.227000 294.263777 25.107050
1.228000 344.142256 26.993051
1.229000 324.849058 26.257779
1.230000 329.363847 26.558219
1.231000 334.486537 26.742415
1.232000 300.202221 25.339237
1.233000 334.908346 26.697684
1.234000 313.321424 25.824171
1.235000 272.503296 24.094410
1.236000 299.522375 25.141920
1.237000 302.982206 25.456529
1.238000 299.193382 25.320501
1.239000 317.499116 26.023047
1.240000 292.939033 24.966465
1.241000 273.005918 24.122026
1.242000 284.383196 24.637496
1.243000 300.202470 25.279488
1.244000 290.530307 24.866219
1.245000 316.677924 25.958321
1.246000 310.914140 25.764067
1.247000 303.118810 25.506049
1.248000 291.990908 25.006720
1.249000 286.561397 24.734257
1.250000 338.326033 26.803094
1.251000 326.958561 26.356233
1.252000 327.151823 26.426890
1.253000 326.728964 26.482500
1.254000 323.940074 26.284951
1.255000 321.036488 26.100831
1.256000 306.182839 25.525339
1.257000 276.496994 24.241882
1.258000 275.420396 24.166703
1.259000 324.170553 26.352069
1.260000 304.820710 25.488524
1.261000 318.766482 26.179362
1.262000 298.654173 25.328580
1.263000 308.955227 25.779637
1.264000 280.382278 24.475972
1.265000 304.838007 25.527617
1.266000 309.006294 25.639110
1.267000 325.065361 26.318525
1.268000 317.215224 26.118076
1.269000 308.803662 25.741911
1.270000 316.531530 26.037356
1.271000 275.255872 24.203297
1.272000 313.574661 25.864161
1.273000 301.125579 25.310350
1.274000 290.572006 24.919344
1.275000 286.748926 24.759509
1.276000 286.395454 24.751499
1.277000 309.943771 25.781546
1.278000 297.673761 25.233236
1.279000 306.376690 25.540544
1.280000 274.394522 24.182492
1.281000 297.074143 25.192359
1.282000 293.888222 25.115822
1.283000 271.397147 24.088841
1.284000 297.421373 25.243000
1.285000 309.321102 25.608080
1.286000 306.609299 25.602994
1.287000 323.856577 26.289629
1.288000 325.267316 26.384290
1.289000 276.725172 24.338216
1.290000 294.559950 25.155785
1.291000 304.552419 25.424864
1.292000 276.084700 24.275892
1.293000 287.740642 24.804693
1.294000 285.211842 24.662878
1.295000 303.495691 25.337996
1.296000 280.685673 24.494897
1.297000 322.016555 26.241856
1.298000 316.032718 26.028369
1.299000 293.407145 25.107336
1.300000 320.095403 26.228442
1.301000 309.750851 25.707423
1.302000 266.716912 23.787306
1.303000 290.317890 24.877594
1.304000 275.693149 24.266015
1.305000 265.905669 23.847990
1.306000 290.290700 24.895584
1.307000 285.547049 24.607439
1.308000 264.939388 23.649909
1.309000 313.775599 25.899235
1.310000 289.574458 24.871596
1.311000 316.443241 25.983124
1.312000 329.954209 26.536889
1.313000 304.811617 25.438137
1.314000 306.408181 25.548295
1.315000 296.401474 25.139891
1.316000 298.031192 25.214704
1.317000 293.870602 25.085422
1.318000 286.716624 24.764203
1.319000 323.252082 26.261917
1.320000 287.265704 24.718060
1.321000 271.683788 24.093541
1.322000 287.706355 24.926686
1.323000 308.938752 25.775252
1.324000 301.892840 25.447262
1.325000 295.712915 25.090383
1.326000 281.104905 24.403501
1.327000 325.613172 26.326454
1.328000 289.142180 24.859597
1.329000 286.320384 24.737925
1.330000 311.776941 25.823900
1.331000 294.308390 25.008684
1.332000 284.026627 24.629122
1.333000 277.411854 24.305823
1.334000 312.355010 25.780339
1.335000 283.654844 24.564309
