XYDATA
! Title: NAC /nov12/11bmb_1804
! Run no. =               1804 
! No. steps =             54000 
! Scan time =             NOV 29, 2012 18:07:11.025644 
! Sample Comment =        NAC 
! User sample name =      1.5 mm diameter 
! Composition =           Na2Ca3Al2F14
! Temp (K) =              298.0 
! Start 2theta (deg) =    -16.0 
! End 2theta (deg) =      38.0 
! 2theta step (deg) =     0.001 
! Time per step (sec) =   0.1 
! Intensity scale =       9383.82768362 
! Calibration file =      11bmb_1800_2thcorrected.calib 
! 2Theta correction subtracted 
! Calibrated wavelength = 0.413909
! Fullprof format INSTRM=10 (x, y, sigma)
INTER 1.0 1.0  2 0.00100
! ---------------------------------------
! degrees       intensity        sigma
58.59149       175.0905        40.1644
58.59249       129.5303        34.6030
58.59349       175.6263        40.2955
58.59449       203.2531        43.3316
58.59549       231.1665        46.2373
58.59649       211.6692        44.1588
58.59749       147.8580        36.9521
58.59849       166.3668        39.2130
58.59949       166.8407        39.2465
58.60049       240.2999        47.1267
58.60149       239.1748        46.9260
58.60249       221.5772        45.2293
58.60349       220.9458        45.1865
58.60449       157.1259        38.1086
58.60549       157.6398        38.1730
58.60649       185.0345        41.2725
58.60749       231.2317        46.2274
58.60849       239.5501        47.0554
58.60949       202.4364        43.2469
58.61049       167.3019        39.3202
58.61149       202.1810        43.1558
58.61249       184.2636        41.2586
58.61349       166.3306        39.2045
58.61449       169.0895        39.4816
58.61549       256.4332        48.6679
58.61649       183.6561        41.1349
58.61749       169.5168        39.5279
58.61849       257.9350        48.8084
58.61949       240.7114        47.1723
58.62049       246.2109        47.6697
58.62149       168.9349        39.4245
58.62249       240.5587        47.1382
58.62349       248.6056        47.9217
58.62449       231.0167        46.2033
58.62549       231.8121        46.2733
58.62649       245.5503        47.5380
58.62748       182.3734        41.0219
58.62848       142.9068        36.2750
58.62948       221.2588        45.2142
58.63048       211.9306        44.2428
58.63148       197.4437        42.5679
58.63248       116.2128        32.6571
58.63348       204.4836        43.4761
58.63448       221.3398        45.2377
58.63548       211.3057        44.1777
58.63648       196.4919        42.5380
58.63748       232.3280        46.2024
58.63848       124.9501        33.8859
58.63948       193.8849        42.3092
58.64048       190.0801        41.8660
58.64148       140.8143        35.9961
58.64248       172.9220        39.9627
58.64348       138.6135        35.7898
58.64448       150.6042        37.0523
58.64548       283.5585        51.0001
58.64648       141.8809        36.1273
58.64748       181.1396        40.8908
58.64848       138.6006        35.7865
58.64948       140.1825        35.9891
58.65048       159.4009        38.3631
58.65148       188.4161        41.6581
58.65248       229.4950        46.0586
58.65348       206.7145        43.6532
58.65448       151.2187        37.3599
58.65548       183.8483        41.2040
58.65648       168.0393        39.2415
58.65748       119.3590        32.6437
58.65848       272.1328        49.9357
58.65948       139.4870        35.8957
58.66048       152.4371        37.4928
58.66148       189.7358        41.7924
58.66248       159.9012        38.4206
58.66348       177.9393        40.4653
58.66448       123.1114        33.7153
58.66548       151.6768        37.3954
58.66648       186.2021        41.4045
58.66748       198.3702        42.8037
58.66848       170.6830        39.5279
58.66948       269.0015        49.8222
58.67048       212.9341        44.2910
58.67148       271.6469        49.8812
58.67248       175.2724        40.1865
58.67348       230.2236        46.0248
58.67448       159.3365        38.3651
58.67548       194.7737        42.1253
58.67648       312.3578        53.4311
58.67748       181.4658        40.9249
58.67848       215.8550        44.6272
58.67948       173.2289        40.0073
58.68048       161.8895        38.6500
58.68148       182.6325        40.8847
58.68248       119.5252        33.1151
58.68348       179.3460        40.6996
58.68448       188.2541        41.4356
58.68548       107.6347        31.1561
58.68648       197.5577        42.6414
58.68748       159.7369        38.3549
58.68848       130.5289        34.5667
58.68948       192.7085        42.1958
58.69048       184.6161        41.2814
58.69148       178.7821        40.5511
58.69248       164.4155        38.7475
58.69348       248.9260        47.9006
58.69448       188.2506        41.6660
58.69548       161.3314        38.5860
58.69648       182.9141        41.0619
58.69748       177.2300        40.4878
58.69848       178.8117        40.6153
58.69948       166.0374        38.9191
58.70048       261.7334        49.1686
58.70148       257.9628        48.5848
58.70248       166.3990        39.2206
58.70348       161.6019        38.6279
58.70447       148.3091        36.9394
58.70547       185.7216        41.3553
58.70647       163.9700        38.6774
58.70747       233.5887        46.4388
58.70847       206.6832        43.6964
58.70947       215.0275        44.5589
58.71047       188.1629        41.6795
58.71147       199.3149        42.8583
58.71247       191.9452        42.0925
58.71347       202.2088        42.9798
58.71447       136.4751        35.2992
58.71547       199.5136        42.9156
58.71647       175.0779        40.1077
58.71747       164.7887        38.6240
58.71847       252.8287        48.2376
58.71947       215.0749        44.4041
58.72047       280.3595        50.8225
58.72147       219.5332        45.0085
58.72247       224.4220        45.4949
58.72347       283.9424        51.1625
58.72447       312.0430        53.4517
58.72547       217.3353        44.7280
58.72647       271.3474        50.0023
58.72747       280.2765        50.8803
58.72847       256.6062        48.6890
58.72947       234.9266        46.5220
58.73047       188.9778        41.7733
58.73147       226.1900        45.4606
58.73247       300.6704        52.7102
58.73347       284.3317        51.2615
58.73447       283.7386        51.1870
58.73547       298.0863        52.4542
58.73647       276.7485        50.5271
58.73747       290.8801        51.8138
58.73847       310.0553        53.4191
58.73947       235.6560        46.6572
58.74047       216.9511        44.7459
58.74147       209.8214        43.9627
58.74247       204.9684        43.2217
58.74347       126.9433        34.2409
58.74447       144.3282        36.1903
58.74547       205.1228        43.5096
58.74647       191.9567        42.0610
58.74747       212.6347        44.3374
58.74847       199.8987        42.9246
58.74947       184.3336        41.1559
58.75047       212.7414        44.2134
58.75147       171.3446        39.7510
58.75247       184.8666        41.3374
58.75347       179.4957        40.7209
58.75447       169.0779        39.5282
58.75547       169.8739        39.5806
58.75647       145.6021        36.5677
58.75747       150.9663        36.9512
58.75847       216.1841        44.6930
58.75947       223.3253        45.3349
58.76047       227.4513        45.3620
58.76147       146.9873        36.7723
58.76247       169.2184        39.5340
58.76347       175.4766        40.2571
58.76447       184.5944        41.2784
58.76547       194.0760        42.3074
58.76647       163.0214        38.7208
58.76747       151.0625        37.3155
58.76847       169.3931        39.5561
58.76947       204.2610        42.9229
58.77047       270.1875        49.8399
58.77147       186.2163        41.0607
58.77247       139.5913        35.7721
58.77347       178.9588        40.6769
58.77447       184.9712        41.3608
58.77547       168.1397        39.3129
58.77647       151.7218        37.3448
58.77747       162.0720        38.6386
58.77847       148.7802        37.0375
58.77947       159.4500        38.3683
58.78047       140.8340        36.0422
58.78147       143.0860        36.2587
58.78246       176.9324        40.4112
58.78346       215.3654        44.5290
58.78446       253.0195        48.3466
58.78546       236.8128        46.6683
58.78646       210.2422        44.0319
58.78746       218.2192        44.9138
58.78846       186.7583        41.3921
58.78946       166.5248        39.1464
58.79046       220.0478        44.9597
58.79146       250.7703        48.0919
58.79246       228.9537        45.9844
58.79346       208.7205        43.9154
58.79446       211.0379        44.1560
58.79546       244.6884        47.4522
58.79646       261.2214        49.0618
58.79746       201.0765        42.8103
58.79846       222.7385        44.5218
58.79946       248.2048        47.0842
58.80046       223.1411        44.5255
58.80146       266.8591        49.2490
58.80246       198.2065        42.8070
58.80346       211.4865        44.2060
58.80446       246.2786        47.6347
58.80546       256.4642        48.6047
58.80646       222.4018        45.2880
58.80746       208.4307        43.8885
58.80846       190.8454        41.9735
58.80946       184.0266        41.2321
58.81046       164.3907        38.7586
58.81146       197.0547        41.8870
58.81246       243.2403        47.2826
58.81346       186.1936        41.4328
58.81446       205.1030        43.3118
58.81546       214.5934        44.3334
58.81646       192.7505        42.1260
58.81746       208.1584        43.8555
58.81846       172.4673        39.7409
58.81946       165.1780        38.9320
58.82046       184.9386        41.3006
58.82146       161.8823        38.6110
58.82246       174.8558        40.0733
58.82346       230.3976        46.0582
58.82446       222.4478        45.1869
58.82546       193.6813        42.2672
58.82646       193.8201        42.2781
58.82746       171.1043        39.7450
58.82846       184.9561        41.2320
58.82946       273.1048        49.9286
58.83046       252.8896        47.7153
58.83146       184.8419        41.2986
58.83246       241.4881        47.0349
58.83346       267.5863        49.7080
58.83446       244.9168        47.5899
58.83546       249.7073        48.0155
58.83646       263.4101        49.3200
58.83746       258.3595        48.8592
58.83846       278.7469        50.6927
58.83946       280.6393        50.8948
58.84046       278.0857        50.6388
58.84146       305.3194        53.0873
58.84246       234.9098        46.0133
58.84346       231.0099        45.7934
58.84446       256.5428        48.6274
58.84546       200.6961        42.9373
58.84646       220.8273        44.9487
58.84746       263.9794        49.4045
58.84846       227.3546        45.6909
58.84946       189.0157        41.7974
58.85046       179.4957        40.7009
58.85146       232.0388        45.9962
58.85246       230.8031        46.0120
58.85346       235.8149        46.5573
58.85446       189.9195        41.2214
58.85546       176.2462        40.0455
58.85646       180.8693        40.7555
58.85746       188.8852        41.6790
58.85846       202.0854        43.2182
58.85945       167.5763        39.2754
58.86045       163.7131        38.8435
58.86145       148.7024        36.9595
58.86245       172.6317        39.7277
58.86345       198.0712        42.7989
58.86445       161.5524        38.5078
58.86545       154.7391        37.7520
58.86645       160.7180        38.5170
58.86745       184.5599        41.2183
58.86845       175.7725        40.2246
58.86945       223.4338        45.0738
58.87045       217.5454        44.5945
58.87145       223.6568        45.3182
58.87245       204.8243        43.3524
58.87345       169.9873        39.6335
58.87445       171.9454        39.8543
58.87545       226.0304        45.4646
58.87645       235.7725        46.6232
58.87745       210.3868        44.0839
58.87845       174.7210        40.1082
58.87945       151.4071        37.4082
58.88045       193.6021        42.0679
58.88145       192.5933        42.0956
58.88245       158.2423        38.2192
58.88345       229.5492        45.5901
58.88445       236.2608        46.6286
58.88545       206.3865        43.6390
58.88645       173.7598        39.9898
58.88745       151.3163        37.4070
58.88845       195.5150        42.3344
58.88945       180.0974        40.6543
58.89045       198.5228        42.6508
58.89145       209.7156        44.0062
58.89245       143.4605        36.0218
58.89345       165.1579        38.7805
58.89445       176.2092        40.3435
58.89545       166.0754        39.1443
58.89645       154.2355        37.7312
58.89745       148.0086        37.0022
58.89845       190.1186        41.7789
58.89945       194.6598        42.4126
58.90045       196.6509        42.5944
58.90145       148.8070        36.7657
58.90245       174.6373        39.9000
58.90345       197.3691        42.7170
58.90445       206.3478        43.6763
58.90545       200.2089        42.9782
58.90645       163.6394        38.7938
58.90745       208.5244        43.6319
58.90845       222.1112        45.2923
58.90945       194.4880        42.3900
58.91045       136.0444        35.1572
58.91145       214.5003        43.7195
58.91245       195.0298        42.1033
58.91345       205.9969        43.4739
58.91445       170.1427        39.3581
58.91545       150.3997        37.2145
58.91645       156.5082        37.9588
58.91745       211.5064        43.9383
58.91845       215.1307        44.4833
58.91945       202.6792        43.2114
58.92045       190.0607        41.7885
58.92145       202.4037        43.1361
58.92245       181.2393        40.7841
58.92345       178.0299        40.4808
58.92445       184.2665        41.2032
58.92545       220.5720        44.9510
58.92645       208.5743        43.7533
58.92745       187.3863        41.5535
58.92845       208.8293        43.8222
58.92945       227.2581        45.7545
58.93045       223.8367        45.3753
58.93145       159.4079        37.9907
58.93245       196.8903        42.2497
58.93345       267.4353        49.5841
58.93445       223.9887        45.2415
58.93545       205.4148        43.4504
58.93645       236.4988        46.6292
58.93744       236.4375        46.6709
58.93844       211.7709        44.1534
58.93944       190.3648        41.8768
58.94044       227.4002        45.6394
58.94144       329.1392        54.8377
58.94244       399.5513        60.6625
58.94344       340.9429        55.9007
58.94444       353.3272        57.0039
58.94544       346.6559        56.4384
58.94644       319.2269        54.2046
58.94744       374.2349        58.6392
58.94844       363.2832        57.8185
58.94944       341.1913        56.0915
58.95044       364.3423        57.8794
58.95144       353.6270        57.0488
58.95244       341.1951        56.0921
58.95344       323.1485        54.5584
58.95444       283.7143        51.0938
58.95544       207.9670        43.5034
58.95644       204.3180        43.3061
58.95744       227.0818        45.7490
58.95844       207.0323        43.6378
58.95944       245.9576        47.4513
58.96044       172.0237        38.7536
58.96144       179.7192        40.1665
58.96244       175.2304        39.9909
58.96344       153.2049        37.5742
58.96444       168.0688        39.3400
58.96544       152.0317        37.3248
58.96644       234.3499        45.7476
58.96744       277.9539        50.5956
58.96844       250.2519        47.9929
58.96944       211.5803        44.0961
58.97044       165.4696        38.9404
58.97144       152.8586        37.5093
58.97244       200.9285        42.8435
58.97344       230.3332        46.0666
58.97444       230.2208        46.0442
58.97544       213.4768        44.2805
58.97644       169.7368        39.3993
58.97744       196.3521        42.2955
58.97844       230.3624        46.0725
58.97944       246.4882        47.6350
58.98044       187.9093        41.0683
58.98144       132.6609        34.9313
58.98244       171.5844        39.5230
58.98344       176.1460        40.2002
58.98444       156.6197        37.9859
58.98544       177.3429        40.3322
58.98644       209.0297        43.8396
58.98744       231.7191        46.2115
58.98844       265.8382        49.4699
58.98944       228.9025        45.6743
58.99044       214.9622        44.3891
58.99144       249.6709        47.9357
58.99244       201.5316        42.7740
58.99344       177.4690        40.4115
58.99444       183.4379        41.1237
58.99544       205.7317        43.4264
58.99644       220.0542        45.0175
58.99744       237.7959        46.7753
58.99844       253.0518        48.3029
58.99944       187.4348        41.1333
59.00044       148.2993        36.9300
59.00144       161.5977        38.5632
59.00244       171.1198        39.7212
59.00344       159.8618        38.3603
59.00444       142.3973        36.2286
59.00544       122.7463        33.5563
59.00644       110.3878        31.8662
59.00744       130.9265        34.6377
59.00844       213.7127        43.9147
59.00944       241.6048        47.1184
59.01044       190.0612        41.6797
59.01144       160.3786        38.3930
59.01244       125.9964        33.8577
59.01344       152.0928        36.9652
59.01443       213.7111        44.3202
59.01543       209.5684        43.8508
59.01643       157.5785        37.8736
59.01743       189.8471        41.3509
59.01843       188.7658        41.3954
59.01943       172.7354        39.8002
59.02043       177.9669        40.4262
59.02143       145.3171        36.4889
59.02243       220.1033        44.1631
59.02343       274.6260        50.2776
59.02443       253.0345        48.2929
59.02543       233.3153        46.3140
59.02643       220.8966        45.0903
59.02743       185.9077        41.2494
59.02843       182.0617        40.8953
59.02943       177.6430        40.3915
59.03043       191.6950        41.8556
59.03143       210.8172        44.0393
59.03243       187.6024        41.5488
59.03343       200.3426        42.9033
59.03443       226.4113        45.6966
59.03543       230.1261        46.0252
59.03643       240.2076        47.0162
59.03743       259.0631        48.8716
59.03843       207.1217        43.3152
59.03943       156.6805        38.0006
59.04043       166.4087        39.1133
59.04143       245.0768        47.0683
59.04243       214.0267        43.5782
59.04343       138.2630        35.6993
59.04443       168.2229        39.2384
59.04543       232.9911        46.1479
59.04643       271.6929        49.9853
59.04743       306.1401        53.0402
59.04843       301.7401        52.6664
59.04943       291.3417        51.7964
59.05043       293.5632        51.9515
59.05143       334.7607        55.3550
59.05243       357.7338        57.3775
59.05343       355.6509        57.2225
59.05443       378.4590        59.0470
59.05543       406.0029        61.0912
59.05643       393.5128        60.1307
59.05743       363.6514        57.8864
59.05843       344.7153        56.3611
59.05943       400.9623        60.6014
59.06043       420.9111        62.1845
59.06143       391.6268        60.0472
59.06243       332.5644        55.1561
59.06343       217.5993        44.4243
59.06443       239.4847        46.4654
59.06543       293.9839        52.0144
59.06643       226.6659        45.3499
59.06743       243.6177        46.9548
59.06843       279.6238        50.7171
59.06943       199.4646        42.4675
59.07043       157.0051        37.9987
59.07143       185.1408        41.2248
59.07243       222.1882        45.2070
59.07343       234.6921        46.4994
59.07443       201.1362        42.9435
59.07543       179.6170        40.6443
59.07643       203.4475        43.2231
59.07743       211.4350        44.1270
59.07843       236.5242        46.5658
59.07943       271.8415        50.0270
59.08043       189.0524        40.6472
59.08143       158.6742        37.7844
59.08243       183.4393        41.0643
59.08343       156.2152        37.9229
59.08443       137.7740        35.6073
59.08543       181.5567        40.4564
59.08643       191.6439        41.8086
59.08743       204.8145        43.1765
59.08843       210.5158        43.8859
59.08943       227.8985        45.5450
59.09043       204.4616        42.7494
59.09142       147.7593        36.8763
59.09242       147.3373        36.8558
59.09342       195.5035        42.0309
59.09442       201.6667        42.8509
59.09542       175.4717        40.1494
59.09642       193.3759        42.1981
59.09742       198.3101        42.7559
59.09842       231.0491        46.0798
59.09942       211.5078        43.9009
59.10042       170.3467        39.5963
59.10142       184.1533        41.1558
59.10242       147.2531        36.3769
59.10342       166.1404        38.3669
59.10442       189.1096        41.5041
59.10542       170.1527        39.4838
59.10642       175.0373        40.0888
59.10742       202.2533        42.8902
59.10842       185.0782        40.6366
59.10942       178.7396        39.9983
59.11042       207.7012        43.5838
59.11142       165.7791        39.0371
59.11242       183.6038        41.0153
59.11342       229.8734        45.9896
59.11442       213.1481        44.1578
59.11542       170.4570        39.6076
59.11642       130.1289        34.2448
59.11742       105.4559        31.1114
59.11842       168.3438        38.9402
59.11942       216.7813        44.6942
59.12042       211.6824        44.1388
59.12142       237.9018        46.7144
59.12242       223.8166        45.1822
59.12342       222.9352        45.0445
59.12442       237.6315        46.6278
59.12542       197.6582        42.6579
59.12642       172.3074        39.6381
59.12742       215.4724        43.7291
59.12842       257.2755        48.4647
59.12942       224.1170        45.3954
59.13042       227.4197        45.7003
59.13142       198.3121        42.7263
59.13242       219.0261        44.8579
59.13342       219.6664        44.8975
59.13442       184.5671        41.2705
59.13542       150.9558        37.0089
59.13642       143.8806        36.1106
59.13742       172.0699        39.8121
59.13842       140.2221        35.8809
59.13942       144.6782        36.3673
59.14042       162.7526        38.6871
59.14142       155.4888        37.8184
59.14242       190.4021        41.7941
59.14342       209.0516        43.8708
59.14442       157.3105        37.7333
59.14542       138.4178        35.4605
59.14642       194.8458        42.2790
59.14742       201.5102        43.0379
59.14842       167.2762        39.2559
59.14942       195.9878        42.2295
59.15042       240.7855        47.0733
59.15142       195.1635        42.1392
59.15242       159.1356        38.2744
59.15342       171.3293        39.7400
59.15442       230.9040        45.5128
59.15542       265.5715        49.0213
59.15642       195.3300        42.3674
59.15742       185.7293        41.2212
59.15842       155.0765        37.8079
59.15942       154.8451        37.7497
59.16042       174.8007        39.7850
59.16142       277.6737        50.2642
59.16242       273.8229        49.4048
59.16342       163.9801        38.8675
59.16442       196.7035        42.4749
59.16542       201.5032        42.8817
59.16642       202.5188        42.7129
59.16742       255.0923        48.4049
59.16842       221.1771        45.1476
59.16941       221.2589        45.1643
59.17041       231.3883        46.1390
59.17141       231.0784        46.0504
59.17241       199.3838        42.8709
59.17341       231.0890        45.8991
59.17441       247.3864        47.3345
59.17541       169.1284        39.4622
59.17641       198.2170        42.5725
59.17741       226.2930        45.6326
59.17841       186.3304        41.3779
59.17941       176.5307        40.2400
59.18041       224.9155        45.4838
59.18141       241.9968        47.1853
59.18241       185.2945        40.6632
59.18341       101.4654        30.5930
59.18441       117.4263        32.7793
59.18541       163.2286        38.7003
59.18641       193.3790        42.1988
59.18741       190.6144        41.9321
59.18841       181.3422        40.8915
59.18941       181.3523        40.8806
59.19041       172.1404        39.6580
59.19141       144.0809        36.3186
59.19241       175.2808        40.2122
59.19341       163.1146        38.7271
59.19441       162.4836        38.5031
59.19541       217.9784        44.8129
59.19641       215.1203        44.4415
59.19741       208.4469        43.7081
59.19841       255.2870        48.5243
59.19941       243.0884        47.3442
59.20041       230.3106        46.0621
59.20141       194.5119        41.8772
59.20241       131.6742        34.7720
59.20341       165.6740        39.0672
59.20441       184.4871        41.2526
59.20541       169.6350        39.4436
59.20641       158.2910        37.9835
59.20741       176.5682        40.0714
59.20841       145.9889        36.3946
59.20941       176.7927        40.1040
59.21041       162.8063        38.0410
59.21141       257.5319        48.6690
59.21241       235.1912        46.4323
59.21341       175.7191        40.2121
59.21441       148.1050        36.9073
59.21541       137.3703        35.5225
59.21641       173.3838        39.8325
59.21741       186.6171        41.2374
59.21841       162.8630        38.3139
59.21941       211.5433        43.9109
59.22041       161.3217        38.4668
59.22141       198.6590        42.7276
59.22241       220.3121        45.0402
59.22341       225.7272        45.5568
59.22441       199.0061        42.8085
59.22541       206.3927        43.5972
59.22641       187.8161        41.5711
59.22741       167.0761        39.2350
59.22841       147.6747        36.9187
59.22941       147.6853        36.9213
59.23041       155.6608        37.8540
59.23141       177.6183        40.4330
59.23241       171.0656        39.6564
59.23341       168.1853        39.0674
59.23441       205.0149        43.0445
59.23541       138.4884        35.5356
59.23641       178.8229        40.5680
59.23741       160.7699        38.5038
59.23841       150.3400        37.2478
59.23941       143.6303        36.3023
59.24041       121.1700        33.3502
59.24141       155.2157        37.7741
59.24241       206.8715        43.4102
59.24341       241.7337        46.6228
59.24441       168.1990        38.8033
59.24541       238.8257        46.6740
59.24640       173.4377        39.9323
59.24740       196.2913        42.5505
59.24840       231.1605        45.9776
59.24940       256.0095        47.8953
59.25040       134.1945        35.1653
59.25140       149.8665        37.1454
59.25240       164.4599        38.9331
59.25340       197.0451        42.5799
59.25440       225.5064        45.5905
59.25540       189.5085        41.5549
59.25640       158.5137        37.7784
59.25740       224.9868        45.4814
59.25840       182.0335        40.9754
59.25940       170.3523        39.6276
59.26040       163.8813        38.8275
59.26140       200.8495        42.8697
59.26240       241.6196        47.1776
59.26340       216.6167        44.6982
59.26440       191.0738        41.9337
59.26540       173.4084        39.8609
59.26640       211.4313        44.0848
59.26740       196.2496        42.4851
59.26840       232.9100        46.3438
59.26940       244.5291        47.4867
59.27040       267.4951        49.6412
59.27140       303.8532        52.8664
59.27240       332.2240        55.3707
59.27340       318.4152        54.1709
59.27440       279.0382        50.7336
59.27540       278.9159        50.6939
59.27640       264.6268        49.3469
59.27740       286.1629        51.3964
59.27840       286.0667        51.3791
59.27940       265.8577        49.4115
59.28040       200.5646        42.9954
59.28140       202.0504        43.0762
59.28240       226.1987        45.6741
59.28340       221.0166        45.1273
59.28440       233.7356        46.3518
59.28540       193.1058        42.1593
59.28640       210.1105        43.9351
59.28740       151.4505        36.8990
59.28840       110.4915        30.7852
59.28940       215.5386        44.4880
59.29040       148.8868        36.8071
59.29140       119.5659        32.5471
59.29240       220.5086        45.0636
59.29340       234.4618        46.4275
59.29440       188.6514        41.7078
59.29540       190.4768        41.8217
59.29640       161.6705        38.4621
59.29740       191.9786        41.8501
59.29840       136.1296        35.2502
59.29940       185.7998        41.3727
59.30040       154.8116        37.7837
59.30140       143.2431        36.2867
59.30240       138.8744        35.7109
59.30340       177.1846        40.4236
59.30440       190.3240        41.8904
59.30540       198.6593        42.6853
59.30640       143.4395        36.3175
59.30740       144.2684        36.3248
59.30840       202.9921        43.2781
59.30940       212.0867        44.1835
59.31040       232.4334        46.1518
59.31140       161.9933        38.5972
59.31240       145.8071        36.6731
59.31340       159.8098        38.0978
59.31440       240.2415        47.0415
59.31540       208.1138        43.7937
59.31640       226.5951        45.6592
59.31740       208.8620        43.9016
59.31840       181.9402        40.8745
59.31940       151.2389        37.0071
59.32040       230.6577        45.9278
59.32140       153.9954        37.6225
59.32240       178.1153        40.5215
59.32339       152.5192        37.4931
59.32439       181.8217        40.9378
59.32539       212.1371        44.2336
59.32639       210.0159        43.9543
59.32739       188.8853        41.5756
59.32839       133.9336        34.9578
59.32939       195.4921        42.4440
59.33039       161.3258        38.5543
59.33139       199.0727        42.6649
59.33239       254.4117        48.1331
59.33339       142.6443        36.2346
59.33439       171.9513        39.8089
59.33539       204.2437        43.3904
59.33639       205.7086        43.4586
59.33739       172.3856        39.8621
59.33839       155.3921        37.8544
59.33939       164.0768        38.6664
59.34039       240.4606        46.8510
59.34139       141.9505        36.1063
59.34239       162.1707        38.6711
59.34339       134.5366        35.2139
59.34439       128.7021        34.0643
59.34539       228.6494        45.8334
59.34639       153.8638        37.6089
59.34739       144.5352        36.4753
59.34839       180.9535        40.8476
59.34939       157.9116        38.1545
59.35039       169.4382        39.5140
59.35139       187.5446        41.5025
59.35239       152.0698        37.4296
59.35339       183.4762        41.1471
59.35439       174.2650        40.1003
59.35539       169.1426        39.4832
59.35639       204.3951        43.2386
59.35739       291.1160        51.8070
59.35839       254.4460        48.4444
59.35939       219.5414        45.0067
59.36039       201.1640        43.0843
59.36139       180.2837        40.7023
59.36239       148.4379        36.9949
59.36339       158.6668        38.2628
59.36439       176.9776        40.3992
59.36539       200.4080        42.9439
59.36639       260.2243        48.8809
59.36739       200.0725        42.9081
59.36839       269.8492        49.8883
59.36939       286.9757        51.3872
59.37039       195.1561        42.4234
59.37139       216.6231        44.6145
59.37239       274.0956        50.2860
59.37339       247.7335        47.7220
59.37439       347.8103        56.6270
59.37539       313.6159        53.7847
59.37639       310.4929        53.4507
59.37739       281.4331        50.9294
59.37839       350.1139        56.8415
59.37939       340.3167        56.0358
59.38039       319.5570        54.2666
59.38139       265.1986        49.3818
59.38239       243.4649        47.3458
59.38339       311.6849        53.6060
59.38439       272.8902        50.1507
59.38539       200.5240        42.9309
59.38639       333.9214        55.3437
59.38739       194.9691        42.4192
59.38839       223.3843        45.3696
59.38939       276.1659        50.4804
59.39039       257.5683        48.7613
59.39139       234.4286        46.3992
59.39239       366.7385        58.1695
59.39339       284.0093        51.1819
59.39439       212.2747        44.2623
59.39539       211.0795        44.1243
59.39639       166.8418        39.1640
59.39739       221.4174        45.2165
59.39839       210.3583        44.0249
59.39939       121.8283        33.4981
59.40039       220.3638        45.0912
59.40138       147.3869        36.8122
59.40238       166.1126        39.1389
59.40338       174.7882        40.1538
59.40438       129.8058        34.5880
59.40538       203.0808        43.2814
59.40638       220.6956        45.0493
59.40738       221.4239        45.2061
59.40838       203.0172        43.2886
59.40938       184.6824        41.2941
59.41038       203.0552        43.2928
59.41138       184.0477        41.1493
59.41238       239.6890        47.0273
59.41338       139.1212        35.8356
59.41438        83.4762        27.7481
59.41538       147.0515        36.8260
59.41638       219.9685        44.9740
59.41738       148.5234        37.0043
59.41838       138.5429        35.7544
59.41938       120.3109        33.3262
59.42038       201.5882        43.1140
59.42138       202.3750        43.1465
59.42238       194.0350        42.3206
59.42338       112.6226        32.2022
59.42438       182.7729        41.0445
59.42538       256.5531        48.6502
59.42638       159.2150        38.2318
59.42738       174.7134        40.1423
59.42838       273.7502        50.2349
59.42938       151.8625        37.3536
59.43038       147.6102        36.9025
59.43138       182.6688        40.9869
59.43238       131.2463        34.7730
59.43338       226.5373        45.6510
59.43438       168.6380        39.4090
59.43538       165.9921        39.1247
59.43638       174.3756        40.0511
59.43738       263.3777        49.2618
59.43838       232.3502        46.2863
59.43938       265.4973        49.4655
59.44038       206.3881        43.6244
59.44138       158.8192        38.2032
59.44238       174.4407        40.1294
59.44338       149.1314        37.0874
59.44438       156.3779        37.9874
59.44538       183.0613        41.0974
59.44638       123.2376        33.6285
59.44738       180.9265        40.8170
59.44838       123.6246        33.7261
59.44938       163.5589        38.8364
59.45038       209.6439        43.9739
59.45138       298.2453        52.3423
59.45238       217.7836        44.7990
59.45338       186.1438        41.4337
59.45438       184.6711        41.2937
59.45538       132.6285        34.9625
59.45638       120.0858        33.2269
59.45738       145.8373        36.6587
59.45838       173.5636        40.0050
59.45938       227.2736        45.7744
59.46038       161.4218        38.5373
59.46138       113.3667        32.2704
59.46238       214.3491        44.3466
59.46338       169.6961        39.5505
59.46438       166.1790        39.1688
59.46538       148.9150        37.0744
59.46638       112.8018        32.1892
59.46738       145.1813        36.5768
59.46838       130.4976        34.7076
59.46938       146.4533        36.7627
59.47038       165.0285        39.0400
59.47138       191.3195        41.9468
59.47238       254.0560        48.3983
59.47338       155.3931        37.7614
59.47438       147.7470        36.9367
59.47538       139.0779        35.8251
59.47638       121.0064        33.3745
59.47738       188.7112        41.6817
59.47837       185.1875        41.3346
59.47937       167.5132        39.3229
59.48037       166.3713        39.2141
59.48137       208.4097        43.7859
59.48237       203.7785        43.3730
59.48337       194.6351        42.3976
59.48437       202.4480        43.2344
59.48537       168.8815        39.4638
59.48637       191.1445        41.9299
59.48737       202.2027        43.1832
59.48837       236.8217        46.7091
59.48937       214.2551        44.4472
59.49037       118.5151        32.8981
59.49137       203.7137        43.1672
59.49237       169.5245        39.5135
59.49337       149.0024        37.0691
59.49437       156.0907        37.9410
59.49537       207.9914        43.7695
59.49637       143.4089        36.2445
59.49737       112.6874        32.2207
59.49837       162.0231        38.6167
59.49937       217.5439        44.7846
